imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.2771216071313658, 1.0323187118512018, 1.0165458669767378, 0.8414686380312015, 0.14556914185096093, 8.3385022178747, 0.6245744736198461, 0.49233537065531385, builtin_interfaces.msg.Time(sec=100, nanosec=497000000), 
-0.11384589210496886, 0.9884108824151114, 1.0128096161270739, 0.8541441205272495, -0.01465554658099269, 8.439925891570814, 0.5852729031089038, 0.5670999129963069, builtin_interfaces.msg.Time(sec=100, nanosec=599000000), 
-0.0018215168284596932, 0.9593908594896962, 1.0015409967124906, 0.8620563758765094, -0.006571010758935842, 8.540510414203071, 0.5377620376302874, 0.6387439919737724, builtin_interfaces.msg.Time(sec=100, nanosec=701000000), 
-0.0005238170596672028, 0.9675074575685612, 0.9954299382774283, 0.8716663656874828, -0.0026623405268968014, 8.64028682969231, 0.4827576123440816, 0.7059208651847148, builtin_interfaces.msg.Time(sec=100, nanosec=803000000), 
-0.1717359709258228, 1.0494373537446724, 0.9927519809561911, 0.8799927567388985, -0.10692188764641673, 8.739664316655558, 0.42054137519016244, 0.7681186888710191, builtin_interfaces.msg.Time(sec=100, nanosec=905000000), 
-0.02162009170005877, 0.9486872753502406, 0.9935464899352825, 0.8887384327040273, -0.05391648686134312, 8.838988618106521, 0.3516244414076639, 0.8245050486657294, builtin_interfaces.msg.Time(sec=100, nanosec=973000000), 
-0.1833258760354317, 1.0991038252189815, 0.9933344149184752, 0.8980394290366701, -0.13357912425080198, 8.938330160143195, 0.2766843812250328, 0.8743228435053128, builtin_interfaces.msg.Time(sec=101, nanosec=75000000), 
-0.10021107526969233, 1.004023269054108, 0.9936393683582507, 0.9064393186589292, -0.11260418555784603, 9.037682448794119, 0.1962060195927264, 0.9169659095562358, builtin_interfaces.msg.Time(sec=101, nanosec=177000000), 
0.004941588286134252, 1.078986389589591, 1.011315634626941, 0.9171428872529188, -0.03964472030361617, 9.138138838964768, 0.11122928693801037, 0.9516697201065912, builtin_interfaces.msg.Time(sec=101, nanosec=279000000), 
0.014087526115118857, 1.0512489858317835, 1.0014889809885075, 0.9289635372480927, -0.006196055330845357, 9.238663081833039, 0.022431267662636242, 0.9778933122758644, builtin_interfaces.msg.Time(sec=101, nanosec=381000000), 
-0.007828159008539358, 1.0388473358282262, 0.9944175834388362, 0.9404787206783073, -0.006997735953350398, 9.338374943528525, -0.06958378464931739, 0.9952656638654847, builtin_interfaces.msg.Time(sec=101, nanosec=483000000), 
-0.08303061749751922, 0.9894392338629895, 0.9937718331449304, 0.95031404933312, -0.05377020526110602, 9.437776792309421, -0.1640439818228256, 1.0035026731026024, builtin_interfaces.msg.Time(sec=101, nanosec=585000000), 
